Company,Revenue USD Mil,Earnings Per Share USD,Dividends USD,Shares Mil,Operating Cash Flow USD Mil,Working Capital USD Mil,Return on Equity perc,Return on Assets perc,Interest Coverage,Cap Ex as a perc of Sales,Total Stockholders' Equity,Days Sales Outstanding,Payables Period,Inventory Turnover,Fixed Assets Turnover,Current Ratio,Debt/Equity,R&D,Price
OPB,242.0,0.81,0.43,38.0,71.0,,3.02,0.41,,1.22,14.49,,,,9.39,,0.13,,21.77
OPBK,50.0,0.89,,16.0,31.0,,12.5,1.42,,2.38,12.43,,,,11.04,,,,9.57
OPCH,709.0,-1.96,,32.0,-20.0,67.0,,-10.6,,1.96,-24.66,51.59,52.1,14.39,25.43,1.63,,,12.8
OPES,,-0.17,,3.0,-1.0,,-0.99,-0.99,,,99.77,,,,,1.08,,,10.3
OPGN,3.0,-44.49,,,-11.0,1.0,-567.68,-171.71,-68.92,5.02,36.97,73.3,327.34,3.43,2.86,1.32,0.33,192.69,7.86
OPHC,3.0,0.53,,1.0,,,20.28,0.81,,7.48,5.29,,,,1.19,,5.61,,3.48
OPI,427.0,-0.9,6.88,25.0,145.0,176.0,-1.43,-0.5,0.72,,33.96,57.11,862.7,,,1.95,1.84,,28.17
OPK,990.0,-0.27,,563.0,-109.0,29.0,-8.32,-6.08,-13.91,2.81,73.08,57.02,36.73,13.19,6.8,1.1,0.1,12.68,2.11
OPNT,14.0,-7.1,,3.0,-1.0,20.0,-141.97,-84.51,,,57.37,211.26,51.45,,23638.51,2.99,,60.64,14.4
OPOF,46.0,0.96,0.44,5.0,12.0,,4.96,0.49,,1.04,9.83,,,,1.25,,0.61,,23.0
OPRA,129.0,0.06,,110.0,12.0,37.0,1.05,0.95,32.53,1.02,91.7,83.94,,,10.21,2.02,0.01,,7.945
OPRT,474.0,0.75,,22.0,138.0,,660.16,8.35,,3.79,19.92,,,,23.47,,14.78,,18.705
OPRX,21.0,0.02,,12.0,1.0,12.0,1.83,1.3,,0.43,73.67,85.1,89.26,,133.95,3.77,,3.19,13.0
OPTN,7.0,-2.68,,40.0,-92.0,187.0,-78.11,-46.56,-10.56,23.92,54.66,60.86,1495.05,0.35,2.19,8.28,0.61,142.94,7.59
OPTT,1.0,-13.24,,1.0,-11.0,10.0,-129.53,-83.96,,128.77,72.49,78.21,209.53,,1.16,3.54,,845.4,10.0
ORBC,276.0,-0.34,,78.0,11.0,104.0,-10.47,-4.45,-0.01,8.04,43.87,69.11,55.79,3.82,1.65,2.82,0.96,4.85,6.68
ORGO,193.0,-0.94,,69.0,-61.0,5.0,-37.58,-27.21,-4.97,0.96,28.74,64.3,101.66,5.17,4.88,1.07,1.05,5.55,6.98
ORGS,19.0,-1.43,,13.0,-16.0,13.0,-92.47,-34.06,-5.45,29.78,37.73,53.68,130.13,8.8,2.19,1.77,0.1,34.65,4.605
ORLY,9536.0,16.1,,82.0,1728.0,-351.0,263.13,17.03,14.87,5.29,4.43,7.81,266.51,1.45,2.75,0.91,9.66,,380.76001
ORMP,2.0,-0.86,,15.0,-15.0,26.0,-50.55,-29.56,,0.2,65.64,,3620.29,,139.94,6.82,,489.14,3.64
ORRF,72.0,1.5,0.51,9.0,22.0,,8.05,0.73,,6.62,8.97,,,,1.98,,0.66,,21.34
ORSN,,,,,,,,,,,,,,,,,,,9.934999999999999
ORSNU,,,,,,,,,,,,,,,,,,,10.07
ORTX,2.0,-10.22,,23.0,-98.0,308.0,-174.83,-99.49,,194.22,85.06,298.89,9521.14,,0.51,7.42,,,14.1
OSBC,122.0,1.12,0.04,30.0,55.0,,15.84,1.34,,1.55,8.56,,,,3.05,,0.51,,12.77
OSIS,1089.0,-1.57,,19.0,133.0,207.0,-5.5,-2.34,,4.19,38.98,69.91,47.88,2.48,8.47,1.47,0.51,5.62,79.760002
OSMT,264.0,-2.42,,45.0,38.0,58.0,-27.16,-13.01,-4.71,1.57,48.55,65.1,82.37,6.53,8.42,1.51,0.69,18.49,4.02
OSN,132.0,0.81,,7.0,-3.0,115.0,5.55,3.65,,0.03,73.13,122.7,2.89,5.96,16.81,4.83,0.07,,2.53
OSPN,212.0,0.1,,40.0,1.0,120.0,1.57,1.11,,1.74,71.55,92.64,43.21,4.9,38.51,2.65,,15.17,14.62
OSS,37.0,-0.09,,13.0,-4.0,11.0,-7.49,-4.29,-44.2,1.68,73.7,77.29,54.08,4.88,22.17,2.2,0.01,10.81,2.04
OSTK,1822.0,-6.83,,30.0,-139.0,-26.0,-133.31,-45.78,-148.83,2.1,34.47,3.62,27.41,105.54,13.8,0.89,0.02,,13.58
OSUR,182.0,0.33,,63.0,39.0,191.0,7.53,6.67,,3.49,89.8,77.69,55.79,3.23,7.96,7.84,,8.94,8.54
OSW,507.0,0.44,,70.0,70.0,26.0,2.01,1.7,,0.53,84.08,15.88,8.57,14.99,26.18,1.7,,,9.75
OTEL,66.0,2.76,,3.0,21.0,3.0,152.58,8.26,3.09,12.08,9.53,31.39,17.6,11.12,1.28,1.23,6.34,,16.08
OTEX,2815.0,0.91,0.55,267.0,710.0,333.0,6.68,3.18,,3.74,47.86,60.53,16.39,,11.45,1.33,0.7,11.49,37.919998
OTIC,1.0,-1.65,,31.0,-38.0,93.0,-51.13,-43.17,,66.58,75.95,52.67,383.91,,0.17,13.36,0.19,,2.48
OTLK,3.0,-9.74,,5.0,-33.0,-29.0,,-223.25,,90.08,-93.39,,,,0.18,0.1,,599.31,2.4
OTTR,916.0,2.06,1.34,40.0,143.0,71.0,11.55,4.06,4.19,11.5,35.51,28.6,49.84,6.8,0.59,1.42,0.81,,50.619999
OTTW,11.0,0.62,0.2,3.0,3.0,,3.81,0.73,,1.84,18.04,,,,1.61,,0.23,,13.33
OVBC,53.0,2.53,0.84,5.0,18.0,,10.51,1.16,,5.17,11.44,,,,3.74,,0.07,,36.490002000000004
OVID,,-2.11,,25.0,-46.0,35.0,-85.04,-75.82,,,81.44,,,,,5.01,,,2.06
OVLY,43.0,1.42,0.26,8.0,13.0,,12.16,1.08,,3.8,9.05,,,,2.94,,,,18.299999
OXBR,4.0,-1.0,,6.0,-7.0,,-51.72,-33.86,,,66.19,,,,141.11,,,,0.93
OXFD,60.0,4.58,,26.0,-17.0,199.0,80.08,64.18,,8.95,92.2,79.83,104.59,1.88,7.37,12.04,,13.59,15.51
OXLCM,40.0,,,,-71.0,,14.56,8.53,,,56.39,,,,,,,,25.455999
OXLCO,40.0,,,,-71.0,,14.56,8.53,,,56.39,,,,,,,,25.360001
OXLCP,40.0,,,,-71.0,,14.56,8.53,,,56.39,,,,,,,,
OXSQ,-6.0,-0.24,0.8,50.0,-34.0,,-2.62,-2.0,,,67.37,,,,,,0.47,,6.4
OYST,,-1.2,,14.0,-17.0,5.0,,-114.29,,,-670.46,,,,,5.98,,,18.780001000000002
OZK,992.0,3.24,0.8,129.0,705.0,,11.54,1.91,,8.75,16.84,,,,1.82,,0.12,,29.68
PAAC,,,,,,,,,,,,,,,,,,,9.89
PAACU,,,,,,,,,,,,,,,,,,,10.06
PAAS,784.0,0.07,0.14,154.0,155.0,398.0,0.68,0.52,,19.36,78.05,34.44,26.52,3.16,0.59,3.64,,,14.91
PACB,79.0,-0.76,,135.0,-66.0,105.0,-102.48,-65.25,-41.33,2.36,66.99,51.13,53.97,2.61,2.18,4.9,0.13,79.61,6.05
PACQ,,0.11,,52.0,-1.0,,2.04,2.04,,,99.91,,,,,1.86,,,10.14
PACQU,,,,,-1.0,,2.04,2.04,,,99.91,,,,,1.86,,,10.69
PACW,1179.0,3.72,2.3,124.0,608.0,,9.39,1.81,,3.48,18.75,,,,3.66,,0.38,,37.610001000000004
PAE,,0.21,,19.0,2.0,,0.89,0.86,,,96.36,,,,,1.55,,,10.03
PAHC,820.0,1.61,0.4,40.0,70.0,272.0,38.61,10.02,7.47,2.26,27.54,58.22,38.4,3.26,6.37,2.9,1.62,,33.900002
PANL,373.0,0.42,,43.0,40.0,34.0,11.57,4.05,3.7,4.7,42.35,24.26,20.32,18.48,1.11,1.44,0.87,,3.21
PASG,,-0.53,,24.0,-19.0,33.0,,-38.16,,,-36.38,,,,,108.79,,,
PATI,114.0,1.54,,3.0,8.0,21.0,10.34,7.43,57.33,4.08,75.06,24.81,17.69,96.89,3.1,3.09,,,18.687
PATK,2263.0,4.93,,24.0,200.0,227.0,30.75,11.42,,1.52,33.2,12.93,17.18,8.24,15.31,2.44,1.52,,45.32
PAVM,,-0.77,,13.0,-7.0,-1.0,,-828.5,-12.14,,-173.71,,,,,0.64,,,1.3
PAYS,15.0,0.04,,48.0,7.0,2.0,45.57,10.45,57.66,9.97,24.47,3.3,,,26.38,1.15,,,2.4
PAYX,3381.0,2.75,2.06,362.0,1276.0,497.0,46.92,13.06,333.33,4.56,27.12,56.08,23.61,,9.25,1.09,,,70.800003
PBBI,17.0,0.43,0.2,7.0,5.0,,3.71,0.6,,0.6,16.04,,,,4.96,,0.75,,11.2
PBCT,1602.0,1.29,0.7,351.0,589.0,,7.65,0.98,,5.49,13.65,,,,3.66,,0.15,,16.42
PBCTP,1602.0,,,,589.0,,7.65,0.98,,5.49,13.65,,,,3.66,,0.15,,26.700001
PBFS,56.0,1.03,,11.0,23.0,,10.36,0.95,,14.29,9.19,,,,1.4,,,,
PBHC,29.0,0.94,0.24,4.0,9.0,,6.4,0.44,,19.81,6.88,,,,1.56,,1.47,,13.85
PBIP,27.0,0.78,0.2,9.0,10.0,,5.34,0.71,,0.96,11.88,,,,3.57,,1.13,,17.6
PBPB,423.0,-0.35,,25.0,31.0,10.0,-8.38,-5.48,-74.66,5.06,62.26,4.24,4.04,99.67,4.41,1.36,,,5.06
PBTS,22.0,0.46,,9.0,1.0,1.0,127.91,22.87,213.78,8.49,23.95,153.62,263.83,,8.49,1.06,,5.33,
PBYI,251.0,-2.99,,38.0,-24.0,136.0,-259.28,-53.49,-9.34,0.24,13.24,22.14,255.01,14.88,59.53,3.02,4.43,65.68,12.71
PCAR,23496.0,6.24,1.09,352.0,2992.0,10658.0,26.38,8.97,,8.31,33.72,178.5,31.73,18.77,3.69,2.42,0.78,1.3,70.010002
PCB,76.0,1.65,0.12,15.0,35.0,,13.79,1.55,,1.5,12.39,,,,16.29,,0.14,,17.0
PCH,975.0,1.99,1.6,62.0,179.0,126.0,16.22,7.5,,3.07,56.53,6.11,5.53,10.97,5.49,1.92,0.54,,38.48
PCOM,376.0,0.54,,14.0,20.0,15.0,18.56,6.45,,0.6,33.47,8.27,86.51,291.45,168.0,1.19,,0.59,11.95
PCRX,337.0,-0.01,,41.0,49.0,417.0,-0.16,-0.07,0.98,4.3,46.6,37.69,61.0,1.93,3.12,7.88,0.9,16.51,41.18
PCSB,44.0,0.39,,17.0,15.0,,2.33,0.45,,1.71,19.43,,,,3.6,,0.07,,19.870001000000002
PCTI,83.0,-0.75,0.22,17.0,4.0,53.0,-16.86,-14.45,,3.32,85.02,75.42,40.63,4.05,6.77,5.5,,14.28,5.11
PCTY,378.0,0.7,,55.0,98.0,107.0,21.42,2.92,,9.88,14.12,2.66,6.16,,7.35,1.08,,9.97,79.440002
PCYG,22.0,0.14,,20.0,2.0,16.0,7.52,5.96,,1.43,80.55,97.18,56.96,,10.99,2.97,0.04,,7.99
PCYO,7.0,0.02,,24.0,,26.0,0.61,0.59,,78.6,96.59,45.4,56.14,0.8,0.17,13.59,,,10.17
PDCE,1549.0,0.03,,66.0,889.0,-167.0,0.08,0.05,1.1,73.45,55.6,36.53,88.11,,0.39,0.62,0.47,,30.52
PDCO,5466.0,2.16,1.04,93.0,179.0,864.0,14.07,5.76,4.84,0.79,42.11,57.15,52.49,5.72,18.56,1.95,0.63,,22.549999
PDD,,,,861.0,,,-128.09,-6.61,,0.51,9.05,10.3,3.01,,302.61,1.08,,7.41,22.5150005
PDEX,22.0,0.37,,4.0,3.0,14.0,10.46,8.94,373.86,4.16,86.74,52.75,28.18,3.88,14.11,6.39,,8.43,12.08
PDFS,86.0,-0.24,,32.0,13.0,138.0,-3.88,-3.43,,15.29,88.44,232.15,21.27,,2.81,8.05,,32.63,12.98
PDLB,39.0,0.15,,18.0,8.0,,1.6,0.27,,14.84,15.96,,,,1.33,,0.26,,14.06
PDLI,196.0,-0.47,,146.0,-13.0,465.0,-8.74,-6.24,-3.6,12.53,75.72,49.25,124.0,3.45,26.8,9.86,0.19,1.51,3.1
PDSB,,-26.2,,2.0,-33.0,29.0,-88.64,-63.44,-29.63,,82.38,,,,,5.59,,,6.14
PEBK,56.0,2.22,0.52,6.0,17.0,,11.17,1.22,,3.09,11.31,,,,2.94,,0.17,,27.969998999999998
PEBO,181.0,2.41,1.12,19.0,75.0,,9.45,1.22,,2.51,13.03,,,,3.31,,0.21,,32.259997999999996
PECK,,-0.3,,2.0,,-2.0,-1.52,-1.43,-9.75,,92.87,,,,,0.02,,,10.6
PEGA,892.0,0.13,0.12,83.0,104.0,279.0,2.14,1.25,,1.33,63.26,81.7,20.48,,23.16,1.84,,20.38,71.209999
PEIX,1515.0,-1.42,,43.0,2.0,-63.0,-18.76,-8.92,,1.0,46.81,17.82,10.48,25.64,3.06,0.72,0.31,,0.77
PENN,3588.0,0.93,,100.0,353.0,-61.0,28.42,1.15,1.17,4.85,6.67,8.63,5.04,,0.75,0.92,12.9,,20.1
PEP,64661.0,8.78,3.59,1425.0,9415.0,-245.0,98.66,15.89,7.03,5.08,18.72,33.97,86.59,9.67,3.71,0.99,1.95,,128.050003
PERI,253.0,0.31,,26.0,33.0,27.0,5.66,3.06,3.85,1.5,58.02,85.45,92.85,,15.27,1.35,0.16,7.47,3.31
PESI,50.0,-0.12,,12.0,2.0,-7.0,-5.08,-2.43,-5.96,2.89,46.88,57.75,40.14,97.57,3.24,0.69,0.09,2.77,3.99
PETQ,529.0,-0.05,,17.0,-12.0,144.0,-0.48,-0.25,,1.36,59.52,23.05,28.28,6.54,24.97,3.24,0.43,,27.469998999999998
PETS,274.0,1.82,0.85,20.0,37.0,87.0,35.66,30.11,,0.26,85.83,2.73,31.62,8.08,9.3,5.81,,,33.009997999999996
PETZ,29.0,0.01,,8.0,-3.0,7.0,1.49,0.7,1.72,1.14,56.27,17.62,71.9,2.74,8.23,1.8,,3.63,4.16
PFBC,163.0,4.64,1.02,15.0,99.0,,18.1,1.75,,1.7,9.88,,,,24.73,,0.24,,49.959998999999996
PFBI,69.0,1.47,0.57,14.0,27.0,,10.08,1.27,,5.03,12.82,,,,2.59,,0.07,,15.71
PFG,14237.0,5.36,2.1,289.0,5157.0,,12.76,0.62,,0.65,4.69,,,,18.65,,0.29,,53.380001
PFHD,24.0,0.41,,5.0,4.0,,3.07,0.33,,6.63,10.92,,,,8.45,,0.5,,17.620001000000002
PFIE,46.0,0.12,,49.0,6.0,28.0,13.62,12.49,,4.23,91.68,59.83,23.26,2.88,5.99,7.76,,3.06,1.51
PFIN,65.0,0.23,0.2,4.0,3.0,22.0,1.87,1.55,5.86,2.89,81.92,55.09,22.69,2.08,6.96,3.26,,,7.9
PFIS,85.0,3.37,1.31,7.0,33.0,,9.17,1.12,,4.79,12.17,,,,2.22,,0.14,,44.990002000000004
PFLT,72.0,0.87,1.14,38.0,-208.0,-329.0,6.74,3.67,3.39,,49.78,35.86,,,,0.19,0.25,,12.81
PFMT,132.0,-0.25,,51.0,3.0,12.0,-15.28,-7.28,-1.02,5.5,48.85,33.14,,,5.91,1.28,0.48,,2.22
PFPT,717.0,-1.99,,52.0,185.0,-117.0,-27.83,-9.4,-7.26,4.12,41.57,78.53,29.4,333.21,9.94,0.81,,25.86,118.089996
PFSW,326.0,0.06,,20.0,12.0,23.0,2.79,0.68,,1.51,26.31,80.84,70.2,42.2,14.28,1.28,0.84,,3.82
PGC,157.0,2.31,0.2,19.0,64.0,,10.12,1.0,,0.68,10.16,,,,5.51,,0.43,,28.129998999999998
PGEN,161.0,-3.93,,130.0,-124.0,224.0,-113.63,-65.17,-61.86,25.9,51.81,46.56,63.79,3.01,1.5,4.64,0.58,251.96,5.84
PGNX,16.0,-0.87,,78.0,-47.0,121.0,-82.24,-42.9,,5.23,59.63,79.99,,,3.87,6.15,0.39,224.98,5.06
PGNY,105.0,-0.08,,82.0,2.0,-6.0,,-14.53,,0.55,26.91,60.08,43.96,,153.53,0.81,,,26.639999
PHAS,1.0,-4.49,,5.0,-17.0,58.0,,-61.84,-5.07,17.81,80.8,127.31,,,2.03,13.68,0.15,,6.11
PHAT,,-0.15,,9.0,-1.0,-1.0,,-135.81,-98.08,,-142.57,,,,,0.41,,,25.6
PHCF,4.0,0.04,,12.0,,8.0,10.4,7.33,,3.21,70.45,135.88,601.81,,37.7,4.7,0.15,,3.1094999999999997
PHIO,,-57.52,,,-8.0,13.0,-95.52,-75.8,,3.62,88.62,,,,0.66,8.69,,,20.075001
PHUN,31.0,-0.38,,26.0,-7.0,-15.0,-142.79,-27.66,-13.06,,15.8,57.98,207.8,,318.38,0.24,,22.55,3.11
PI,123.0,-1.65,,21.0,-12.0,98.0,-32.5,-23.72,-24.28,5.19,67.47,60.58,26.4,1.4,6.47,5.26,0.18,27.86,28.620001000000002
PICO,14.0,-0.15,,22.0,3.0,18.0,-1.73,-1.69,,0.13,98.01,,,0.98,,127.75,,,10.28
PIH,58.0,-0.05,,6.0,25.0,,-0.66,-0.23,,0.09,42.42,,,,223.92,,,,4.95
PIHPP,58.0,,,,25.0,,-0.66,-0.23,,0.09,42.42,,,,223.92,,,,25.134001
PINC,1661.0,1.36,,137.0,508.0,-20.0,,7.92,,5.58,-61.72,38.2,23.53,13.7,8.43,0.95,,0.09,37.369999
PIXY,35.0,-23.2,,1.0,-10.0,-13.0,,-131.33,-10.02,8.63,-55.31,2.82,14.91,,21.05,0.44,,10.95,54.0
PKBK,52.0,1.88,0.45,13.0,29.0,,17.98,1.87,,0.27,10.47,,,,7.46,,0.78,,20.700001
PKOH,1658.0,4.28,0.5,13.0,54.0,421.0,18.64,4.58,,2.72,25.02,55.8,46.26,4.62,8.37,2.41,1.83,,31.629998999999998
PLAB,535.0,0.59,,75.0,131.0,312.0,5.59,3.95,31.31,17.34,78.71,77.0,63.27,15.27,0.97,2.63,,2.71,9.7
PLAY,1140.0,2.84,,43.0,265.0,-113.0,28.09,10.75,20.77,19.29,35.22,,44.24,18.35,1.71,0.46,0.83,,47.599998
PLBC,42.0,2.68,0.36,5.0,16.0,,22.82,1.78,,9.2,8.12,,,,3.28,,0.15,,24.450001
PLCE,1938.0,6.01,2.0,17.0,140.0,104.0,25.62,12.11,31.71,3.67,43.25,5.76,58.93,4.0,7.47,1.31,,,92.660004
PLIN,101.0,0.16,,24.0,-4.0,12.0,31.19,12.41,4.5,0.09,41.61,67.84,11.47,641.32,24.49,1.72,0.07,,
PLL,,-1.91,,5.0,,5.0,-213.39,-168.71,,,75.31,,,,,3.68,,,10.15
PLMR,73.0,0.81,,23.0,23.0,,21.49,8.69,8.91,0.45,39.45,,,,82.27,,0.21,,34.029999
PLPC,421.0,5.21,0.8,5.0,23.0,145.0,10.9,7.4,26.26,2.26,69.5,63.79,32.6,3.54,3.98,3.08,0.1,3.59,55.5
PLSE,,-2.2,,17.0,-24.0,57.0,-66.85,-62.34,,,93.9,,,,,19.42,,,13.41
PLUG,175.0,-0.36,,219.0,-58.0,9.0,-204.74,-23.65,,11.21,8.8,55.05,89.97,3.56,1.36,1.06,66.88,19.42,2.4
PLUS,1411.0,3.95,,14.0,83.0,215.0,15.34,7.35,71.2,0.54,49.11,76.01,78.06,16.3,95.89,1.61,0.02,,88.540001
PLXP,1.0,0.1,,9.0,-9.0,10.0,16.21,3.8,1.78,86.96,35.05,9.12,,,0.62,3.14,0.66,520.86,5.1
PLXS,2874.0,0.38,,34.0,67.0,779.0,1.34,0.67,9.8,2.18,47.66,48.29,64.21,3.61,8.76,2.06,0.2,,58.509997999999996
PLYA,617.0,0.16,,122.0,114.0,70.0,2.64,0.98,1.5,18.42,39.33,34.4,22.8,25.55,0.38,1.42,1.18,,7.88
PMBC,54.0,1.16,,24.0,17.0,,22.25,2.05,,0.65,10.48,,,,50.22,,0.43,,7.72
PMD,43.0,0.83,0.69,6.0,8.0,10.0,24.54,17.81,73.2,3.1,75.07,39.85,8.94,,3.88,3.42,0.06,3.63,10.09
PME,64.0,0.17,0.03,79.0,53.0,-58.0,10.23,5.98,13.23,94.82,58.17,54.87,219.57,7.07,0.38,0.21,0.17,,2.28
PNBK,27.0,1.06,0.02,4.0,7.0,,6.41,0.52,,11.22,7.83,,,,0.8,,2.12,,19.4
PNFP,842.0,4.64,0.58,77.0,471.0,,9.37,1.52,,2.82,15.84,,,,3.17,,0.49,,57.48
PNNT,51.0,0.68,0.72,71.0,67.0,,7.48,4.04,,,54.21,,,,,,0.8,,6.91
PNRG,89.0,14.18,,3.0,40.0,-21.0,54.59,18.2,18.18,66.76,39.77,50.38,42.27,,0.43,0.56,0.51,,70.050003
PNTG,286.0,0.56,,28.0,23.0,,28.3,16.82,,1.26,62.96,29.8,5.59,,29.72,0.99,,,23.42
POAI,1.0,-7.87,,1.0,-5.0,-2.0,-736.96,-275.09,,16.43,1.44,47.85,257.29,1.64,10.53,0.4,,,5.51
PODD,564.0,0.05,,61.0,36.0,346.0,1.78,0.38,1.18,28.8,22.84,37.76,47.04,3.68,3.08,3.99,2.79,15.72,119.379997
POLA,14.0,-0.07,,10.0,-2.0,22.0,-3.25,-2.96,-41.5,2.37,93.39,94.45,26.78,1.87,18.47,15.8,0.01,9.26,5.69
POOL,2998.0,5.62,1.72,42.0,119.0,610.0,104.97,20.02,,1.05,18.02,2.63,41.43,3.52,28.84,2.99,2.94,,189.369995
POPE,104.0,1.54,3.2,4.0,40.0,10.0,10.92,1.5,2.54,146.88,,19.55,15.11,,19.17,2.04,2.63,,69.07
POWI,416.0,2.32,0.64,30.0,84.0,284.0,13.02,11.57,,6.15,89.53,12.23,58.75,2.92,3.68,6.87,,16.97,80.18
POWL,449.0,-0.62,1.04,12.0,-29.0,159.0,-2.3,-1.69,-36.19,1.0,70.16,59.54,35.22,19.26,3.35,2.35,,1.5,32.09
PPBI,410.0,2.26,,55.0,299.0,,7.68,1.26,,2.51,17.15,,,,6.97,,0.39,,29.85
PPC,10938.0,1.0,,249.0,492.0,938.0,12.86,4.07,3.04,3.19,33.94,18.13,26.13,8.36,5.14,1.72,1.14,,26.91
PPD,3749.0,0.3,,326.0,423.0,137.0,,1.76,1.54,3.1,-27.73,62.65,14.9,,9.57,1.08,,,
PPHI,13.0,,,5.0,4.0,,-0.12,-0.03,-31.49,,26.09,,,,133.06,,0.01,,
PPIH,105.0,-1.3,,8.0,-2.0,23.0,-17.94,-9.68,-11.63,2.41,49.54,111.33,48.96,6.15,2.97,1.59,0.15,,9.1
PPSI,106.0,-0.65,,9.0,2.0,-5.0,-38.46,-7.95,-1.01,0.55,16.48,51.05,91.71,3.45,18.31,0.9,0.22,,5.1
PRAA,875.0,1.44,,45.0,81.0,3063.0,6.01,1.72,1.77,2.35,28.22,1221.78,,,16.91,17.72,2.26,,31.129998999999998
PRAH,2872.0,2.32,,66.0,330.0,-117.0,15.58,4.7,,1.95,32.86,56.63,9.55,,19.29,0.87,1.04,,99.230003
PRCP,85.0,0.41,,10.0,4.0,28.0,8.7,5.13,,1.36,61.45,136.99,54.97,4.17,12.11,2.09,,9.42,7.8
PRDO,581.0,0.77,,71.0,57.0,172.0,16.94,11.87,110.18,1.16,73.62,14.95,29.41,117.22,18.37,2.78,,,17.534999499999998
PRFT,498.0,0.73,,34.0,69.0,103.0,6.82,4.59,,0.93,61.99,62.53,27.18,,72.11,2.38,0.34,,34.169998
PRGS,397.0,1.08,0.57,46.0,121.0,33.0,18.51,9.34,16.34,1.83,48.4,54.98,53.39,,10.88,1.17,0.36,20.08,39.880001
PRGX,172.0,0.2,,23.0,2.0,29.0,7.25,3.75,3.56,6.05,53.14,84.93,27.97,,8.7,1.81,0.32,,6.53
PRIM,2939.0,1.5,0.24,52.0,127.0,303.0,13.35,5.44,7.05,3.75,37.97,40.9,27.24,,8.55,1.49,0.51,,20.68
PRNB,69.0,0.57,,9.0,-21.0,164.0,37.25,4.11,,1.54,86.88,6.55,,,73.75,10.71,,41.37,34.0
PROF,,,,10.0,,,-101.86,-55.79,-18.96,,57.2,404.2,922.92,0.7,1.77,4.81,0.4,394.48,0.49
PROV,58.0,0.28,0.56,8.0,28.0,,1.71,0.18,,5.0,10.25,,,,7.59,,1.05,,18.549999
PRPH,13.0,-0.15,,11.0,-2.0,14.0,-7.02,-6.34,,1.07,79.59,68.31,21.85,4.86,5.01,4.31,,3.03,2.2
PRPL,286.0,-0.51,,8.0,-22.0,-1.0,-199.26,-4.46,-4.25,4.08,-0.91,13.08,26.86,7.55,12.69,0.98,,0.73,6.61
PRPO,3.0,-13.82,,1.0,-7.0,-12.0,-208.02,-81.51,,3.39,28.34,90.49,710.36,14.74,6.75,0.13,0.07,,2.54
PRQR,,,,34.0,,,-55.78,-45.18,-44.78,,84.12,,,,,13.28,0.1,,9.91
PRSC,1385.0,-1.95,,13.0,8.0,68.0,-7.78,-3.96,,1.27,67.87,40.41,3.44,,37.77,1.48,,,60.02
PRTA,1.0,-3.93,,40.0,-28.0,416.0,-42.63,-31.28,-41.23,185.13,64.76,46.25,,,0.02,28.9,0.15,,10.4
PRTH,424.0,-0.29,,62.0,31.0,21.0,,-6.78,0.44,23.9,-21.99,39.26,16.25,,24.28,1.33,,,6.0
PRTK,17.0,-3.57,,32.0,-81.0,238.0,-172.78,-48.44,-9.18,0.35,15.85,54.18,,,11.87,14.41,4.81,335.97,4.03
PRTS,289.0,-0.14,,35.0,6.0,10.0,-12.76,-5.08,-2.26,1.97,39.63,3.91,60.65,4.06,19.13,1.22,0.22,,1.18
PRVB,,-1.19,,22.0,-23.0,60.0,-99.78,-63.73,,,96.96,,,,,32.89,,,6.49
PRVL,,-0.88,,22.0,-14.0,60.0,,-43.78,-39.52,,-25.27,,,,,17.48,,,12.28
PS,232.0,-1.99,,137.0,-6.0,59.0,,-76.02,-17.74,5.23,29.81,79.96,38.48,,8.58,1.29,0.16,,29.98
PSEC,326.0,0.83,0.77,361.0,369.0,,8.87,4.99,,,58.35,,,,,,0.68,,6.79
PSHG,24.0,8.94,,,-13.0,-73.0,3.45,1.53,1.28,0.06,56.29,6.89,17.85,15.34,0.11,0.28,,,1.53
PSMT,3167.0,2.44,0.7,30.0,119.0,138.0,10.01,6.13,25.17,3.1,62.35,0.88,36.27,8.41,5.5,1.4,0.12,,61.0
PSNL,38.0,-0.91,,22.0,6.0,-28.0,,-51.83,-9.5,20.79,-255.31,30.89,74.49,17.57,4.25,0.51,,37.87,14.675
PSTI,,-25.0,,1.0,-21.0,23.0,-88.93,-68.31,,684.0,73.17,6299.9,476963.75,,0.01,3.75,,,10.8
PSTV,7.0,-86.98,,,-12.0,-8.0,-165.94,-54.39,-5.57,2.0,21.78,11.82,320.65,0.37,2.37,0.55,,129.58,12.5
PT,,,,10.0,,,,-8.65,,0.39,-2.54,14.0,52.28,,99.08,1.1,,12.58,11.13
PTC,1242.0,0.44,,118.0,248.0,-101.0,5.91,2.22,1.69,3.14,37.55,41.38,49.59,,17.22,0.86,0.74,20.11,84.790001
PTCT,265.0,-2.75,,47.0,-28.0,154.0,-50.51,-16.95,,5.87,31.34,74.66,306.56,0.94,25.13,1.92,0.4,64.96,40.099998
PTE,2.0,-4.86,,15.0,-29.0,68.0,,-137.34,,589.96,92.96,116.76,370.1,4.21,0.2,13.78,,,6.27
PTEN,3327.0,-1.47,0.14,219.0,731.0,424.0,-8.59,-5.73,-6.12,19.28,64.09,62.49,33.47,49.26,0.81,1.81,0.32,0.1,10.63
